rodada;mandante;visitante;gols_man;gols_vis;Posse de bola_man;Posse de bola_vis;Tentativas de gol_man;Tentativas de gol_vis;Finalizações_man;Finalizações_vis;Chutes fora_man;Chutes fora_vis;Chutes bloqueados_man;Chutes bloqueados_vis;Faltas cobradas_man;Faltas cobradas_vis;Escanteios_man;Escanteios_vis;Impedimentos_man;Impedimentos_vis;Laterais cobrados_man;Laterais cobrados_vis;Defesas do goleiro_man;Defesas do goleiro_vis;Faltas_man;Faltas_vis;Cartões amarelos_man;Cartões amarelos_vis;Total de passes_man;Total de passes_vis;Desarmes_man;Desarmes_vis;Ataques_man;Ataques_vis;Ataques Perigosos_man;Ataques Perigosos_vis;Cartões vermelhos_man;Cartões vermelhos_vis
17;Juventude;Fortaleza;1;1;56%;44%;19;16;4;4;12;7;3;5;17;11;5;9;0;2;26;12;3;3;8;9;1;1;497;396;8;11;125;118;41;42;;
17;Grêmio;Bahia;2;0;53%;47%;15;9;6;3;5;6;4;0;26;14;4;2;0;0;24;26;3;4;12;15;1;1;491;424;17;18;142;98;67;42;;
17;Atlético-GO;Chapecoense;1;1;69%;31%;16;8;2;2;9;3;5;3;35;19;6;1;1;3;20;12;1;1;12;24;2;5;556;233;9;12;125;79;59;44;1;0
5;Cuiabá;Grêmio;0;1;52%;48%;10;7;2;3;4;4;4;0;18;12;2;7;0;2;21;16;2;2;12;10;1;5;414;366;14;15;117;85;58;53;;
16;Chapecoense;América-MG;1;1;41%;59%;10;18;5;6;5;8;0;4;19;16;3;9;1;3;15;22;5;4;10;11;1;1;300;402;21;8;88;110;21;83;1;0
16;Internacional;Fluminense;4;2;36%;64%;17;10;7;5;5;1;5;4;12;21;5;8;2;0;9;18;3;3;14;8;2;0;349;618;16;15;89;122;31;49;;
16;Bahia;Atlético-GO;1;2;53%;47%;15;12;8;3;7;5;0;4;16;30;4;6;3;1;22;14;1;7;18;11;2;0;488;434;28;26;125;111;73;36;;
16;Cuiabá;Athletico-PR;1;0;39%;61%;12;9;2;1;5;5;5;3;26;26;3;5;2;1;13;19;1;1;15;20;1;1;330;498;7;11;77;123;21;55;;
16;Fortaleza;Santos;1;1;47%;53%;13;8;2;2;9;4;2;2;19;27;6;2;4;1;12;20;1;1;17;13;2;1;388;449;7;9;94;84;42;29;;
16;Corinthians;Ceará;3;1;61%;39%;7;15;3;6;3;5;1;4;20;7;7;6;0;0;14;21;5;0;7;16;1;1;631;395;14;22;106;128;55;60;;
16;Flamengo;Sport;2;0;64%;36%;18;4;10;2;7;1;1;1;14;21;6;2;2;0;21;11;2;8;14;11;4;1;635;349;18;20;134;84;46;17;;
16;São Paulo;Grêmio;2;1;64%;36%;12;9;6;3;3;3;3;3;26;24;6;2;2;1;18;11;2;4;14;16;3;1;553;307;10;12;142;104;89;69;;
16;Atlético-MG;Palmeiras;2;0;67%;33%;15;1;6;1;5;0;4;0;23;19;11;2;1;1;19;11;1;4;14;14;2;2;651;322;17;17;148;81;85;19;0;1
16;Red Bull Bragantino;Juventude;1;2;54%;46%;5;13;1;6;3;2;1;5;24;23;2;9;1;2;23;23;4;0;14;14;4;4;454;379;16;12;104;95;49;42;;
15;Grêmio;Chapecoense;2;1;54%;46%;20;6;3;2;9;1;8;3;13;23;9;3;2;0;16;15;1;1;14;10;1;3;549;472;13;20;131;119;61;57;;
15;Ceará;Atlético-GO;0;0;41%;59%;19;7;4;2;6;3;9;2;22;30;6;3;1;0;14;19;2;4;18;15;2;2;350;514;16;19;112;132;48;31;;
15;Flamengo;Internacional;0;4;63%;37%;11;9;7;5;4;3;0;1;20;13;7;2;1;0;24;10;1;7;9;15;3;1;562;330;13;30;155;79;86;28;1;0
15;América-MG;Fluminense;1;0;44%;56%;15;7;7;2;3;3;5;2;20;20;4;8;1;1;17;29;2;6;17;13;2;2;365;462;13;19;106;108;48;63;;
15;Juventude;Atlético-MG;1;2;34%;66%;6;20;1;4;1;7;4;9;26;28;4;5;1;2;18;11;2;0;17;14;1;3;305;584;12;19;95;143;29;61;;
15;Santos;Corinthians;0;0;57%;43%;11;9;5;5;4;2;2;2;11;25;5;3;3;1;21;23;5;5;17;9;2;1;556;425;14;16;135;80;58;34;;
15;Cuiabá;Bahia;1;1;40%;60%;11;9;2;4;5;2;4;3;28;24;4;11;2;4;23;22;3;1;15;17;1;2;314;449;10;13;80;95;33;50;1;0
15;Palmeiras;Fortaleza;2;3;62%;38%;20;15;2;6;10;6;8;3;20;34;6;2;1;2;21;17;3;1;22;13;6;3;509;325;14;16;136;86;60;31;1;1
15;Athletico-PR;São Paulo;1;2;50%;50%;15;11;6;4;7;5;2;2;25;14;8;2;1;2;20;19;2;5;12;16;2;4;428;426;13;17;112;90;52;50;0;1
15;Sport;Red Bull Bragantino;0;0;39%;61%;17;13;7;4;8;4;2;5;20;23;9;8;0;1;22;21;4;7;17;14;3;1;276;452;24;16;93;115;51;55;;
14;Atlético-GO;América-MG;1;1;52%;48%;7;16;2;5;5;7;0;4;15;32;4;5;1;1;21;24;4;1;21;14;4;0;377;334;16;21;95;126;41;54;;
14;Ceará;Fortaleza;3;1;49%;51%;12;28;4;8;5;13;3;7;19;24;5;9;2;1;19;25;7;1;13;12;2;3;313;332;20;14;87;137;35;35;;
14;Bahia;Sport;0;1;60%;40%;21;8;4;2;15;4;2;2;26;21;11;2;0;1;20;14;1;4;16;18;2;3;510;354;13;17;117;84;86;35;;
14;Chapecoense;Santos;0;1;44%;56%;20;11;6;5;9;5;5;1;20;28;6;5;3;0;21;15;4;6;17;13;;;357;458;11;17;104;123;39;50;;
14;Atlético-MG;Athletico-PR;2;0;61%;39%;11;8;3;1;7;4;1;3;17;22;4;2;1;1;17;19;1;1;14;12;4;3;614;393;18;23;124;100;44;39;1;0
14;Corinthians;Flamengo;1;3;35%;65%;9;17;3;7;3;4;3;6;16;12;3;6;0;1;25;17;4;2;7;13;1;1;391;741;17;11;74;136;26;64;;
14;Red Bull Bragantino;Grêmio;1;0;52%;48%;12;7;3;1;6;3;3;3;30;18;4;5;1;0;17;27;1;2;13;19;1;2;524;476;14;15;132;100;40;40;;
14;Internacional;Cuiabá;0;0;58%;42%;12;13;3;4;5;7;4;2;30;28;2;3;2;0;25;10;4;3;20;18;3;3;511;379;18;10;124;104;60;37;1;0
14;São Paulo;Palmeiras;0;0;53%;47%;12;7;3;3;4;4;5;0;22;31;7;2;2;1;21;23;3;3;20;15;3;3;400;351;11;11;109;96;37;26;1;0
13;Cuiabá;Corinthians;1;2;52%;48%;16;4;7;2;3;0;6;2;19;27;5;5;4;2;17;19;0;6;16;12;2;1;501;468;16;17;118;105;54;48;1;0
13;Juventude;Chapecoense;1;0;33%;67%;13;7;2;2;5;4;6;1;19;21;3;1;1;1;21;19;2;1;16;15;5;1;266;542;18;20;98;129;32;52;;
13;Sport;Ceará;0;0;53%;47%;12;14;0;0;5;11;7;3;19;19;2;8;2;1;14;24;0;0;12;13;4;1;413;346;14;12;102;101;37;56;;
13;Athletico-PR;Internacional;2;1;53%;47%;11;13;4;3;5;7;2;3;22;18;8;2;1;0;14;21;2;2;14;13;4;3;413;372;12;6;96;78;48;44;;
13;Santos;Atlético-GO;0;1;74%;26%;29;7;2;2;16;3;11;2;13;20;15;2;3;2;18;14;1;2;14;7;2;2;655;245;9;9;173;55;134;22;;
13;Flamengo;São Paulo;5;1;57%;43%;12;23;8;6;4;12;0;5;26;33;7;4;2;4;13;15;5;4;23;16;3;6;428;316;20;21;122;92;45;24;;
13;Fortaleza;Red Bull Bragantino;1;0;35%;65%;14;13;4;4;6;6;4;3;23;32;3;5;1;0;21;21;4;3;21;14;4;1;278;512;16;13;104;128;29;32;;
13;Atlético-MG;Bahia;3;0;60%;40%;12;11;5;5;1;3;6;3;13;20;8;8;3;0;16;16;5;2;17;14;2;1;509;326;17;12;119;77;45;42;;
13;Palmeiras;Fluminense;1;0;50%;50%;10;9;1;3;5;3;4;3;14;19;7;5;2;1;16;17;3;0;13;9;1;2;486;476;18;16;106;109;33;45;;
13;Grêmio;América-MG;1;1;52%;48%;12;18;4;7;6;7;2;4;23;31;8;5;1;1;19;16;6;3;20;16;3;3;469;426;22;12;110;148;45;48;;
3;Cuiabá;Atlético-GO;2;1;56%;44%;20;9;7;3;7;1;6;5;20;25;0;4;0;0;24;17;2;5;17;14;5;4;441;345;14;9;112;102;48;35;0;1
12;América-MG;Sport;0;1;64%;36%;16;11;3;5;7;5;6;1;29;24;9;4;2;2;24;24;4;3;19;22;1;3;473;273;18;25;131;81;84;30;;
12;Internacional;Juventude;1;0;50%;50%;14;11;5;4;6;2;3;5;23;31;7;5;0;2;14;12;4;4;19;14;4;4;429;435;17;14;125;97;49;32;0;1
12;Red Bull Bragantino;Santos;2;2;40%;60%;11;16;5;5;4;5;2;6;26;29;5;4;2;3;22;24;3;3;17;15;3;6;320;483;20;17;109;95;29;37;;
12;Bahia;Flamengo;0;5;35%;65%;11;16;3;10;5;4;3;2;13;25;4;3;0;2;18;23;5;3;18;8;5;1;327;632;12;15;62;137;39;55;;
12;Atlético-GO;Palmeiras;0;3;58%;42%;11;15;1;6;4;9;6;0;24;17;4;6;4;3;27;14;3;1;8;16;2;1;477;339;16;20;100;104;41;56;;
12;Chapecoense;Cuiabá;2;3;41%;59%;11;11;6;6;4;2;1;3;20;24;6;2;1;2;14;25;3;4;15;13;2;2;365;543;21;14;105;141;37;28;;
12;Fluminense;Grêmio;0;1;56%;44%;10;8;2;1;6;5;2;2;21;20;3;4;0;0;16;10;0;2;13;12;1;4;546;411;17;17;123;117;29;43;;
12;Corinthians;Atlético-MG;1;2;37%;63%;12;13;2;8;7;4;3;1;34;11;2;5;0;2;18;17;6;1;9;22;0;2;365;601;18;10;73;109;15;35;;
12;Ceará;Athletico-PR;1;0;53%;47%;21;9;4;1;12;4;5;4;23;21;5;5;3;0;20;15;1;3;11;15;4;3;434;382;11;7;83;99;42;38;;
12;São Paulo;Fortaleza;0;1;57%;43%;10;9;3;4;5;2;2;3;30;26;9;5;1;1;25;25;3;3;18;20;3;2;358;268;7;11;107;99;51;34;;
11;Fortaleza;Corinthians;1;0;44%;56%;16;7;4;1;6;6;6;0;19;21;7;6;1;1;13;13;1;3;13;14;4;3;413;530;10;8;119;120;50;39;;
11;Cuiabá;Ceará;2;2;41%;59%;11;20;3;7;4;6;4;7;18;16;4;7;1;2;15;19;5;1;9;13;2;2;339;475;11;16;90;123;31;54;1;0
11;Flamengo;Chapecoense;2;1;71%;29%;24;13;7;4;9;6;8;3;26;26;11;1;0;2;8;13;3;5;19;16;3;3;661;264;14;20;151;81;74;22;;
11;Juventude;Atlético-GO;1;1;51%;49%;15;8;3;4;9;1;3;3;30;29;4;3;1;0;22;18;3;2;17;23;2;2;453;459;10;11;102;99;67;24;;
11;América-MG;Atlético-MG;0;1;50%;50%;12;13;2;5;8;6;2;2;23;22;8;10;2;0;28;14;4;2;16;17;1;1;384;401;17;26;134;113;60;68;;
11;São Paulo;Bahia;1;0;62%;38%;15;6;6;2;5;2;4;2;19;22;2;1;2;0;24;18;2;5;16;15;0;1;563;343;10;15;148;78;68;23;;
11;Sport;Fluminense;1;2;49%;51%;11;13;3;9;7;3;1;1;19;24;1;3;2;3;24;21;7;2;16;13;1;3;446;455;14;16;116;93;31;62;;
11;Athletico-PR;Red Bull Bragantino;2;2;54%;46%;22;16;6;4;10;10;6;2;28;28;3;2;0;3;21;11;2;4;18;16;0;4;490;410;11;14;117;101;45;40;;
11;Grêmio;Internacional;0;0;50%;50%;11;16;2;8;7;2;2;6;28;18;5;7;2;0;16;20;8;2;12;19;1;2;405;405;15;19;120;123;28;34;;
11;Palmeiras;Santos;3;2;36%;64%;14;12;7;2;4;4;3;6;25;31;6;5;3;0;7;17;0;4;19;21;1;7;281;498;15;7;62;115;25;45;;
10;Chapecoense;Corinthians;0;1;42%;58%;14;12;4;5;6;5;4;2;13;27;5;8;2;0;17;23;4;4;17;10;3;0;395;548;14;8;92;130;44;66;;
10;Fluminense;Ceará;0;0;63%;37%;16;7;5;2;9;3;2;2;29;36;4;0;2;0;24;26;2;5;24;21;2;3;485;279;15;14;104;99;46;18;;
10;Internacional;São Paulo;0;2;51%;49%;9;11;2;5;4;6;3;0;38;29;7;3;0;4;30;28;3;2;21;24;2;3;418;394;19;21;122;106;35;37;;
10;Atlético-GO;Sport;1;1;56%;44%;13;11;4;3;6;4;3;4;13;25;4;7;0;1;17;14;2;3;16;9;4;1;511;375;7;13;110;84;57;51;;
10;Atlético-MG;Flamengo;2;1;50%;50%;12;16;6;6;3;7;3;3;16;28;3;6;2;3;13;11;5;4;19;10;1;1;501;499;14;18;93;125;39;59;;
10;Palmeiras;Grêmio;2;0;47%;53%;18;12;6;4;8;5;4;3;24;25;4;5;2;0;16;16;4;4;15;16;2;2;430;464;19;13;93;122;31;62;;
10;Bahia;Juventude;1;0;53%;47%;8;9;2;3;5;5;1;1;30;23;3;2;1;3;26;16;3;1;19;19;2;3;513;470;10;14;135;94;60;24;;
10;Fortaleza;América-MG;4;0;55%;45%;16;11;5;3;8;7;3;1;27;24;2;3;2;1;10;19;3;1;18;16;2;1;466;377;16;13;136;79;30;35;;
10;Red Bull Bragantino;Cuiabá;1;1;53%;47%;10;9;1;2;6;6;3;1;30;20;4;6;0;1;19;25;1;0;15;21;3;2;435;387;17;12;114;85;54;49;;
10;Santos;Athletico-PR;2;1;54%;46%;18;11;8;2;7;9;3;0;17;22;7;4;2;2;21;21;1;7;17;13;2;2;502;428;14;12;104;96;59;34;;
9;Grêmio;Atlético-GO;0;1;62%;38%;21;10;4;5;11;1;6;4;18;20;11;7;2;4;16;6;4;4;16;9;3;0;662;406;11;15;154;71;108;13;;
9;Ceará;Juventude;2;0;63%;37%;12;4;5;3;5;1;2;0;21;30;4;3;0;0;19;25;3;3;23;15;2;3;531;303;6;10;118;83;36;24;0;1
9;Cuiabá;Atlético-MG;0;1;60%;40%;11;4;4;1;4;3;3;0;25;20;5;1;2;2;19;12;0;4;14;15;5;2;566;383;12;14;144;82;63;20;;
9;São Paulo;Red Bull Bragantino;1;2;48%;52%;9;12;6;5;3;3;0;4;21;38;4;7;2;1;24;17;3;5;25;14;1;2;451;484;19;15;93;129;46;42;;
9;Flamengo;Fluminense;0;1;66%;34%;21;11;4;5;9;3;8;3;27;14;6;5;0;2;15;20;4;4;11;15;2;1;579;281;28;22;158;85;65;35;;
9;Sport;Palmeiras;0;1;49%;51%;13;14;1;5;6;3;6;6;21;36;3;6;0;1;16;11;4;1;23;13;2;1;411;435;14;18;101;126;35;52;;
9;Chapecoense;Bahia;0;2;47%;53%;7;13;1;6;5;4;1;3;19;22;9;5;4;0;30;18;4;1;14;13;2;1;381;450;22;20;86;121;45;56;;
9;Corinthians;Internacional;1;1;57%;43%;20;7;9;3;8;2;3;2;28;15;3;2;0;2;18;22;2;8;11;17;2;2;539;406;11;17;139;115;48;30;;
9;América-MG;Santos;2;0;28%;72%;8;21;4;8;3;5;1;8;11;23;2;12;4;2;8;28;8;2;13;6;4;3;244;629;15;7;57;177;16;87;;
9;Athletico-PR;Fortaleza;2;1;41%;59%;16;15;8;4;6;9;2;2;19;28;3;4;3;0;18;21;3;6;18;14;3;3;363;514;9;6;88;139;25;48;;
8;Cuiabá;Flamengo;0;2;44%;56%;9;12;2;5;7;4;0;3;37;28;1;5;2;3;18;18;3;2;18;26;3;5;417;529;12;18;99;152;29;62;;
8;Atlético-MG;Atlético-GO;4;1;46%;54%;19;7;9;3;6;2;4;2;18;20;4;4;1;1;20;17;2;5;13;12;0;2;477;558;14;17;112;123;52;30;;
8;Red Bull Bragantino;Ceará;0;0;64%;36%;13;9;2;3;8;3;3;3;21;16;6;6;0;2;25;18;3;2;11;17;1;4;526;306;12;12;114;93;66;39;0;1
8;Corinthians;São Paulo;0;0;42%;58%;10;8;3;3;5;4;2;1;41;20;5;3;1;5;16;22;3;3;15;26;1;1;388;555;17;16;102;138;24;43;;
8;Juventude;Grêmio;2;0;30%;70%;11;13;5;3;6;6;0;4;18;24;3;6;0;1;13;19;3;3;15;12;3;0;297;688;10;14;74;156;21;68;;
8;Santos;Sport;0;0;67%;33%;14;8;1;2;9;4;4;2;31;18;7;1;1;3;25;22;2;1;11;19;1;4;591;285;15;20;155;85;75;30;;
8;Bahia;América-MG;3;4;71%;29%;20;16;7;8;8;5;5;3;16;10;8;4;3;5;20;16;4;4;5;8;4;0;593;239;11;21;145;68;64;37;;
8;Internacional;Palmeiras;1;2;66%;34%;16;14;5;6;5;5;6;3;23;21;7;3;0;1;34;19;4;4;14;13;3;2;531;264;21;18;140;75;63;33;0;1
8;Fluminense;Athletico-PR;1;4;55%;45%;12;11;4;5;7;2;1;4;21;22;9;2;1;1;20;12;1;3;16;15;1;2;511;430;14;14;103;100;44;41;;
8;Fortaleza;Chapecoense;3;2;63%;37%;22;9;10;5;8;2;4;2;36;27;2;7;2;2;17;12;3;7;17;24;4;3;455;258;17;17;137;80;48;35;1;0
7;Atlético-GO;Red Bull Bragantino;0;1;42%;58%;12;12;2;5;7;3;3;4;23;32;5;8;1;0;25;21;4;2;24;16;2;2;337;464;4;20;93;127;41;58;;
7;América-MG;Internacional;1;1;40%;60%;13;10;6;3;4;5;3;2;29;26;5;5;1;0;17;26;2;5;16;20;2;3;309;470;15;15;102;103;57;44;;
7;Ceará;São Paulo;1;1;37%;63%;18;10;7;2;4;5;7;3;21;29;3;6;1;5;17;20;1;6;20;12;4;6;267;460;13;7;80;116;38;60;;
7;Santos;Atlético-MG;2;0;50%;50%;11;11;6;3;3;6;2;2;24;27;4;6;1;4;15;26;3;4;20;16;4;4;405;408;18;12;110;77;50;33;0;1
7;Sport;Cuiabá;0;0;45%;55%;8;12;1;3;3;3;4;6;26;17;3;7;3;2;16;21;3;1;11;17;0;1;444;533;17;10;92;122;29;64;;
7;Athletico-PR;Chapecoense;2;2;61%;39%;18;12;5;5;10;5;3;2;27;20;6;5;0;2;22;29;3;3;12;15;1;1;518;314;13;15;144;93;50;33;;
7;Grêmio;Fortaleza;0;0;57%;43%;18;16;5;6;9;7;4;3;20;17;10;5;1;3;16;12;6;5;13;12;2;4;395;299;12;18;116;89;63;31;1;0
7;Palmeiras;Bahia;3;2;57%;43%;19;18;8;4;7;9;4;5;23;21;7;7;6;1;16;20;2;5;10;16;3;4;436;331;15;6;114;90;50;47;;
7;Fluminense;Corinthians;1;1;46%;54%;15;10;5;4;6;4;4;2;15;21;8;5;1;0;10;20;3;4;14;11;3;1;450;535;16;8;110;126;35;41;1;0
7;Juventude;Flamengo;1;0;35%;65%;8;13;4;2;2;8;2;3;17;28;5;10;4;1;25;28;2;3;17;12;2;1;285;512;23;27;107;154;33;62;;
6;Bahia;Athletico-PR;2;1;70%;30%;19;9;7;4;5;3;7;2;14;19;9;2;3;1;20;17;3;5;12;8;2;2;569;255;7;10;131;65;74;22;0;2
6;Grêmio;Santos;2;2;47%;53%;19;6;6;3;5;3;8;0;19;33;7;1;2;2;23;20;1;4;21;14;2;3;414;481;22;24;99;113;48;31;;
6;Ceará;Atlético-MG;2;1;33%;67%;16;16;8;6;6;6;2;4;33;22;6;7;1;5;18;17;5;6;16;16;3;4;263;540;9;11;88;98;30;38;;
6;Chapecoense;Internacional;1;2;52%;48%;11;25;5;10;6;11;0;4;32;18;9;9;2;3;29;18;8;4;12;19;2;3;365;349;13;16;87;99;58;36;1;2
6;Corinthians;Sport;2;1;50%;50%;16;9;3;3;9;4;4;2;23;12;4;5;1;0;23;17;2;2;8;17;0;3;494;477;10;11;118;107;37;48;;
6;América-MG;Juventude;1;1;54%;46%;12;8;2;3;7;4;3;1;24;24;8;3;0;1;25;17;2;1;17;16;3;2;459;401;22;9;123;82;55;33;1;0
6;Atlético-GO;Fluminense;1;0;49%;51%;9;3;2;2;6;1;1;0;25;29;6;5;0;4;17;21;2;1;22;17;3;3;388;393;12;16;79;86;46;53;;
6;Flamengo;Fortaleza;2;1;63%;37%;19;10;7;5;8;3;4;2;23;26;11;2;1;2;19;11;4;5;18;15;1;1;471;284;16;18;116;77;71;41;;
6;Red Bull Bragantino;Palmeiras;3;1;48%;52%;12;18;6;6;4;10;2;2;18;18;5;10;1;1;17;30;5;3;13;13;3;3;427;444;12;19;94;129;40;53;;
6;São Paulo;Cuiabá;2;2;65%;35%;15;5;7;3;8;0;0;2;19;26;5;2;3;0;26;24;1;5;18;14;1;1;612;328;21;24;154;72;75;17;;
5;Atlético-MG;Chapecoense;1;1;67%;33%;14;13;2;1;11;8;1;4;16;12;9;7;0;2;20;13;0;1;9;10;1;1;594;284;16;14;125;86;54;47;;
5;Juventude;Sport;1;0;49%;51%;8;13;4;2;2;6;2;5;15;24;3;5;2;1;15;20;2;3;16;9;4;0;493;481;9;12;93;111;32;42;;
5;Athletico-PR;Atlético-GO;2;1;49%;51%;12;10;3;3;7;7;2;0;21;25;4;3;2;1;25;17;2;1;17;15;2;2;441;478;13;8;115;94;47;22;;
5;Fortaleza;Fluminense;1;1;62%;38%;16;4;2;3;9;1;5;0;24;24;7;3;6;2;18;12;2;1;14;17;3;0;535;318;11;20;139;86;47;37;;
5;Santos;São Paulo;2;0;39%;61%;11;8;5;1;5;5;1;2;29;35;3;7;3;2;21;25;1;3;22;20;2;4;271;414;13;11;83;103;37;61;;
5;Bahia;Corinthians;0;0;52%;48%;12;10;2;3;4;5;6;2;27;11;3;8;0;2;15;15;3;2;10;18;1;3;537;505;5;12;139;105;46;44;;
5;Internacional;Ceará;1;1;61%;39%;10;14;3;2;7;10;0;2;31;24;6;7;1;1;16;27;1;2;16;23;2;3;409;251;19;14;86;85;55;70;;
5;Palmeiras;América-MG;2;1;58%;42%;15;12;6;5;6;2;3;5;17;17;7;5;0;3;25;25;4;4;15;10;3;4;423;314;10;14;127;75;63;38;;
5;Flamengo;Red Bull Bragantino;2;3;67%;33%;20;9;9;4;6;3;5;2;21;21;14;2;0;2;35;13;1;7;15;13;2;3;564;274;16;31;144;91;92;27;;
4;Atlético-GO;Fortaleza;0;0;56%;44%;9;5;1;1;3;3;5;1;25;24;9;4;0;6;20;22;1;1;18;13;3;1;376;299;12;10;85;92;46;33;;
4;Fluminense;Santos;1;0;29%;71%;9;18;5;8;3;4;1;6;15;24;2;9;1;1;20;18;8;4;14;9;4;3;255;615;18;10;86;142;25;51;;
4;Sport;Grêmio;1;0;34%;66%;10;14;4;7;6;5;0;2;22;27;2;7;1;2;16;19;7;3;16;11;5;4;302;598;17;11;85;146;32;56;;
4;América-MG;Cuiabá;0;0;56%;44%;20;8;6;3;7;2;7;3;27;25;3;2;2;3;29;21;3;6;16;16;1;1;411;323;16;21;110;95;85;29;;
4;Ceará;Bahia;1;2;62%;38%;12;9;3;3;7;6;2;0;24;24;7;2;0;0;24;23;1;2;19;16;3;5;421;264;17;24;141;84;62;29;;
4;Juventude;Palmeiras;0;3;42%;58%;11;13;2;5;6;7;3;1;35;12;7;4;0;1;13;13;2;2;11;24;0;3;380;524;11;20;88;115;44;42;;
4;Corinthians;Red Bull Bragantino;1;2;42%;58%;5;21;2;5;1;11;2;5;21;21;9;12;2;1;15;22;3;1;13;15;2;0;367;493;14;13;73;118;20;56;;
4;Internacional;Atlético-MG;0;1;57%;43%;11;6;1;2;7;4;3;0;19;17;8;1;1;0;36;13;1;1;13;13;3;1;561;435;14;27;145;90;83;22;;
4;São Paulo;Chapecoense;1;1;51%;49%;13;7;3;3;6;4;4;0;20;15;9;1;3;3;16;27;2;2;9;13;3;2;416;418;21;15;96;111;48;30;1;0
3;Bahia;Internacional;0;1;67%;33%;14;6;3;4;9;2;2;0;25;24;6;5;2;2;20;28;3;3;14;16;4;4;490;242;12;22;118;92;66;39;0;1
3;Chapecoense;Ceará;0;0;38%;62%;8;14;3;6;5;4;0;4;22;20;2;7;0;1;22;30;6;3;16;14;2;2;307;507;16;20;79;112;40;57;;
3;Fortaleza;Sport;1;0;58%;42%;13;5;7;0;3;4;3;1;21;34;3;3;2;0;10;15;0;6;22;16;3;3;481;334;11;9;138;92;37;25;0;1
3;Red Bull Bragantino;Fluminense;2;2;47%;53%;16;15;5;4;6;7;5;4;12;16;10;10;0;2;16;31;2;3;11;8;3;1;390;437;18;12;101;111;49;63;;
3;Atlético-MG;São Paulo;1;0;42%;58%;9;5;2;0;5;2;2;3;30;25;4;5;2;1;11;17;0;1;14;22;0;1;382;514;15;9;84;103;39;29;;
3;Flamengo;América-MG;2;0;65%;35%;20;9;6;1;8;5;6;3;28;24;4;2;3;1;26;15;1;4;17;18;;;672;364;13;21;172;76;57;20;;
3;Grêmio;Athletico-PR;0;1;63%;37%;10;9;1;4;5;3;4;2;19;32;6;4;0;0;17;12;3;1;21;12;5;4;609;350;9;19;146;88;70;33;;
3;Palmeiras;Corinthians;1;1;52%;48%;12;9;3;4;6;3;3;2;19;24;4;4;4;2;12;18;3;2;14;14;3;0;491;458;20;6;109;118;31;36;;
3;Santos;Juventude;0;0;75%;25%;18;2;2;0;9;1;7;1;33;16;8;0;0;3;23;19;0;2;14;20;2;3;703;237;10;18;184;52;60;23;;
2;Sport;Atlético-MG;0;1;48%;52%;8;10;1;1;6;5;1;4;24;28;4;7;1;0;8;14;0;1;18;15;3;2;451;475;18;16;104;98;27;32;;
2;Juventude;Athletico-PR;0;3;58%;42%;14;11;1;5;8;4;5;2;45;21;5;1;1;3;14;15;2;1;14;27;0;2;523;368;8;9;99;67;43;29;;
2;Palmeiras;Chapecoense;3;1;66%;34%;17;6;4;4;10;2;3;0;17;19;5;3;1;2;18;19;3;1;10;11;2;0;550;279;11;14;122;77;54;24;;
2;América-MG;Corinthians;0;1;56%;44%;10;6;4;4;4;2;2;0;29;21;6;4;4;0;22;21;3;4;11;19;2;3;476;381;19;24;133;94;53;38;;
2;Fortaleza;Internacional;5;1;51%;49%;14;5;8;3;4;0;2;2;33;30;1;4;2;1;19;24;2;3;19;21;1;4;380;354;16;12;109;98;31;21;0;2
2;Fluminense;Cuiabá;1;0;45%;55%;8;10;3;4;2;5;3;1;25;32;0;1;0;4;17;14;4;2;22;15;2;1;394;489;13;10;113;97;39;39;;
2;Red Bull Bragantino;Bahia;3;3;60%;40%;25;9;6;3;9;3;10;3;24;17;9;2;1;3;28;26;0;3;12;13;2;4;443;296;16;22;134;77;62;20;;
2;Santos;Ceará;3;1;57%;43%;15;6;5;3;6;1;4;2;26;27;4;1;1;3;20;16;2;2;18;19;3;1;548;419;11;15;93;121;39;42;;
2;Atlético-GO;São Paulo;2;0;38%;62%;9;13;4;3;2;5;3;5;23;21;3;12;1;1;18;16;3;2;16;14;4;5;286;454;9;10;68;121;26;63;;
1;Internacional;Sport;2;2;57%;43%;11;8;4;5;6;2;1;1;18;34;6;1;0;2;20;15;3;2;24;15;4;2;488;364;12;20;114;99;38;23;;
1;Athletico-PR;América-MG;1;0;56%;44%;11;14;5;4;5;6;1;4;13;27;3;1;0;0;23;20;4;4;18;9;1;2;551;428;5;7;128;111;40;29;;
1;Chapecoense;Red Bull Bragantino;0;3;44%;56%;10;18;2;8;6;8;2;2;18;13;5;7;0;2;25;19;5;2;9;12;1;0;429;555;10;13;80;151;32;70;;
1;Corinthians;Atlético-GO;0;1;60%;40%;15;7;6;2;5;3;4;2;24;23;10;3;1;5;14;17;1;6;18;14;5;3;518;351;16;20;126;69;50;27;;
1;Ceará;Grêmio;3;2;35%;65%;12;12;6;3;5;5;1;4;30;25;5;4;2;0;20;26;1;3;17;18;3;3;275;518;9;10;99;119;31;49;;
1;Flamengo;Palmeiras;1;0;62%;38%;14;12;10;4;3;6;1;2;34;33;3;4;0;3;20;11;4;9;25;21;2;3;504;303;13;17;132;77;51;27;;
